,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
778,NA,NA,Death Investigation,2020-181565,NA,6400 block Bridge Rd.,PIO Joel Despain,53713,43.0492997,-89.3379719
779,NA,NA,Weapons Violation,2020-185972,NA,4501 Verona Rd. (BP gas station),PIO Joel Despain,53711,43.0353711,-89.4531456
780,NA,NA,Weapons Violation,2020-183261,NA,S. Whitney Way (at Bartlett Lane),PIO Joel Despain,NA,43.0464664,-89.47341
781,NA,NA,Weapons Violation,2020-183261,NA,S. Whitney Way (at Bartlett Lane),PIO Joel Despain,NA,43.0464664,-89.47341
782,NA,NA,Weapons Violation,2020-185119,NA,622 E. Gorham St. (James Madison Park),PIO Joel Despain,53703,43.082215,-89.3820215
783,NA,NA,Weapons Violation,2020-186308,NA,829 W. Washington Ave. (Brittingham Park),PIO Joel Despain,53715,43.0635716,-89.3986923
784,NA,NA,Intoxicated/Impaired Driver,2020-184410,NA,Mineral Point Rd. (at S. Gammon Rd.),PIO Joel Despain,NA,43.0606348,-89.5028521
785,NA,NA,Suspicious Person,2020-186699,NA,2000 Block of Elka Ln,Lt. Kipp Hartman,53704,43.125743,-89.3559425
786,NA,NA,Robbery,2020-186576,NA,301 N Hamilton St (Pinkus Mcbride Market),Lt. Kipp Hartman,53703,43.0792851,-89.383818
787,NA,NA,Intoxicated/Impaired Driver,2020-1844476,NA,4810 E Washington Ave (Citgo Gas Station),Sgt. Nicholas Ellis,53704,43.1337007,-89.3020646
788,NA,NA,Weapons Violation,2020-182778,NA,3700 Morning Rd,Lt. Kipp Hartman,53704,43.1400674,-89.2999116
789,NA,NA,Intoxicated/Impaired Driver,2020-180224,NA,International Lane,PIO Joel Despain,53704,43.1296593,-89.3482949
790,NA,NA,Suspicious Person,2020-147303,NA,Talmadge Street (at Saint Paul Ave.),PIO Joel Despain,53704,43.0961086,-89.3462051
791,NA,NA,Weapons Violation,2020-179538,NA,2920 N. Sherman Ave. (Warner Park),PIO Joel Despain,53704,43.1309408,-89.3662553
792,NA,NA,Weapons Violation,2020-179949,NA,1129 S. Park St. (Amstar gas station),PIO Joel Despain,53715,43.0544732,-89.3962699
793,NA,NA,Weapons Violation,2020-180096,NA,4845 Hayes Road (Rodeway Inn and Suites),PIO Joel Despain,53704,43.1367826,-89.2998036
794,NA,NA,Traffic Incident,2020-000000,NA,East Washington Ave.,PIO Joel Despain,NA,43.1096584,-89.3353739
795,NA,NA,Disturbance,2020-176688,NA,N. Park St. (Library Mall),PIO Joel Despain,NA,43.0723529,-89.4007544
796,NA,NA,Traffic incident/Road Rage,2020-177300,NA,E. Johnson St. (at N. Blair St.),PIO Joel Despain,NA,43.0908039,-89.3671599
797,NA,NA,Traffic incident/Road Rage,2020-177300,NA,E. Johnson St. (at N. Blair St.),PIO Joel Despain,NA,43.0908039,-89.3671599
798,NA,NA,Weapons Violation,2020-178530,NA,4302 Milwaukee St. (Heistand Park),PIO Joel Despain,53714,43.102052,-89.308197
799,NA,NA,Disturbance,2020-177080,NA,2500 block Winnebago St.,PIO Joel Despain,53704,43.0987616,-89.3488858
800,NA,NA,Residential Burglary,2020-168099,NA,Old Gate Rd.,PIO Joel Despain,53704,43.1386399,-89.3165076
801,NA,NA,Residential Burglary,2020-174312,NA,1300 block W. Dayton St.,PIO Joel Despain,53706,43.0710654,-89.4073117
802,NA,NA,Damaged Property,2020-175281,NA,703 University Ave. (Fresh Madison Market),PIO Joel Despain,53715,43.072948,-89.397763
803,NA,NA,Theft,2020-171765,NA,Scranton Court,PIO Joel Despain,53719,43.0175105,-89.4893251
804,NA,NA,Damaged Property,2020-172444,NA,3700 block E. Karstens Dr.,PIO Joel Despain,53704,43.1337936,-89.3859
805,NA,NA,Weapons Violation,2020-172662,NA,Westbrook Ln / Westbrook Cir,Lt. Kipp Hartman,53711,43.0308026,-89.4908044
806,NA,NA,Weapons Violation,2020-172238,NA,400 Block of W. Wilson St,Sgt. Richard Wipperfurth,53703,43.0692152,-89.3860644
807,NA,NA,Theft,2020-901584,NA,6702 Raymond Rd. (Kwik Trip),PIO Joel Despain,53719,43.0322388,-89.4975221
808,NA,NA,Weapons Violation,2020-170765,NA,5200 block Milwaukee St.,PIO Joel Despain,53714,43.098965,-89.2929573
809,NA,NA,Intoxicated/Impaired Driver,2020-170233,NA,Odana Rd / S Gammon Rd,Lt. Kipp Hartman,53719,43.0566156,-89.5030488
810,NA,NA,Weapons Violation,2020-0159685,NA,833 W. Washington Ave (Brittingham Park),Lt. Harrison Zanders,53715,43.063512,-89.3998338
811,NA,NA,Drug Investigation,2020-137095,NA,Nakoosa Trail,PIO Joel Despain,53714,43.1101765,-89.3091801
812,NA,NA,Weapons Violation,2020-170147,NA,Northport Dr. (at N. Sherman Ave.),PIO Joel Despain,53704,43.1367001,-89.3785882
813,NA,NA,Weapons Violation,2020-170147,NA,Northport Dr. (at N. Sherman Ave.),PIO Joel Despain,53704,43.1367001,-89.3785882
814,NA,NA,Suspicious Vehicle,2020-149932,NA,Iris Lane,PIO Joel Despain,53711,43.0299284,-89.4781175
815,NA,NA,Non-Residential Burglary,2020-167692,NA,3206 E. Washington Ave. (4-Seasons Car Wash),PIO Joel Despain,53704,43.1096605,-89.3359802
816,NA,NA,Residential Burglary,2020-167907,NA,Woodward Drive,PIO Joel Despain,53704,43.1302073,-89.3836404
817,NA,NA,Robbery,2020-167127,NA,4800 block Sheboygan Ave.,PIO Joel Despain,53705,43.073979,-89.459415
818,NA,NA,Weapons Violation,2020-165923,NA,5000 Blk Camden Rd,Lt. Kipp Hartman,53716,43.068072,-89.3116862
819,NA,NA,Disturbance,2020-164178,NA,1700 block Parkside Dr.,PIO Joel Despain,53704,43.1209941,-89.3151874
820,NA,NA,Residential Burglary,2020-164786,NA,Eddy Street,PIO Joel Despain,53705,43.0639069,-89.4817625
821,NA,NA,Traffic Incident,2020-163861,NA,Highway 30 (at N. Stoughton Rd.),PIO Joel Despain,NA,43.1073144,-89.3386091
822,NA,NA,Information,2020-164747,NA,400 block W. Gorham St.,PIO Joel Despain,53703,43.0742996,-89.3930971
823,NA,NA,Traffic incident/Road Rage,2020-164342,NA,W. Gilman St. (at State St.),PIO Joel Despain,53703,43.0757131,-89.3922121
824,NA,NA,Drug Investigation,2020-163026,NA,1101 Woodward Dr. (Warner Park Beach),PIO Joel Despain,53704,43.1282743,-89.3793059
825,NA,NA,Weapons Violation,2020-163342,NA,Gammon Lane,PIO Joel Despain,53719,43.0416329,-89.5033397
826,NA,NA,Residential Burglary,2020-41397,NA,Saybrook Rd.,PIO Joel Despain,53711,43.0433177,-89.4791069
827,NA,NA,Suspicious Vehicle,2020-162257,NA,Emerson St.,PIO Joel Despain,53715,43.055069,-89.3946102
828,NA,NA,Weapons Violation,2020-162394,NA,3700 block Commercial Ave.,PIO Joel Despain,53714,43.1068128,-89.3205774
829,NA,NA,Weapons Violation,2020-162394,NA,3700 block Commercial Ave.,PIO Joel Despain,53714,43.1068128,-89.3205774
830,NA,NA,Traffic Incident,2020-161731,NA,1200 block Northport Dr.,PIO Joel Despain,53704,43.136041,-89.3764946
831,NA,NA,Weapons Violation,2020-147888,NA,1000 block North Sherman Ave.,PIO Joel Despain,53704,43.1107916,-89.3641678
832,NA,NA,Non-Residential Burglary,2020-136773,NA,221 Meadowlark Dr. (Kennedy Elementary School),PIO Joel Despain,53714,43.0942549,-89.2973364
833,NA,NA,Miscellaneous Sex Offense,2020-160597,NA,Moorland Rd. (at Manor Dr.),PIO Joel Despain,53713,43.0327859,-89.3642489
834,NA,NA,Robbery,2020-161047,NA,1113 N. Sherman Ave. (Tobacco Outlet Plus),PIO Joel Despain,53704,43.1125835,-89.3620388
835,NA,NA,Weapons Violation,2020-160629,NA,4501 Verona Rd. (BP gas station),PIO Joel Despain,53711,43.0353711,-89.4531456
836,NA,NA,Threats,2020-157238,NA,N. Pinckney St.,PIO Joel Despain,53703,43.0776684,-89.3858084
837,NA,NA,Traffic Incident,2020-155974,NA,N. Stoughton Rd.,PIO Joel Despain,NA,43.1324643,-89.3234972
838,NA,NA,Non-Residential Burglary,2020-159965,NA,4 Collins Court (Arby's),PIO Joel Despain,53716,43.0471808,-89.3055365
839,NA,NA,Weapons Violation,2020-157609,NA,1300 block Northport Dr.,PIO Joel Despain,53704,43.1359956,-89.3756562
840,NA,NA,Weapons Violation,2020-159872,NA,2500 block Independence Lane,PIO Joel Despain,53704,43.1312218,-89.3086157
841,NA,NA,Weapons Violation,2020-157984,NA,5700 block of Russett Road,P.O. Howard Payne,53711,43.0330352,-89.4769451
842,NA,NA,Weapons Violation,2020-157712,NA,2400 block Brentwood Parkway,Sgt. Ryan Gibson,53704,43.1244747,-89.367565
843,NA,NA,Weapons Violation,2020-157663,NA,Acewood Ave (100 block),Sgt. Ryan Gibson,53714,43.0972493,-89.3032764
844,NA,NA,Weapons Violation,2020-131137,NA,S. Park St. (at W. Olin Ave.),PIO Joel Despain,NA,43.0507929,-89.3944559
845,NA,NA,Weapons Violation,2020-131137,NA,S. Park St. (at W. Olin Ave.),PIO Joel Despain,NA,43.0507929,-89.3944559
846,NA,NA,Non-Residential Burglary,2020-153983,NA,4725 East Towne Blvd. (Famous Footwear),PIO Joel Despain,53704,43.1300809,-89.3015269
847,NA,NA,Theft,2020-153579,NA,4100 block Bruns Ave.,PIO Joel Despain,53714,43.10068,-89.3152882
848,NA,NA,Weapons Violation,2020-152433,NA,4300 Block of Lumley Rd,Sgt. Angela Straka,53711,43.0336308,-89.4467441
849,NA,NA,Fraud,2020-910518,NA,1710 McKenna Blvd. (MPD West District),PIO Joel Despain,53711,43.0336467,-89.4976197
850,NA,NA,Traffic incident/Road Rage,2020-150330,NA,West Platte Dr. (at Odana Rd.),PIO Joel Despain,53719,43.055262,-89.5015504
851,NA,NA,Battery,2020-151924,NA,400 block W. Mifflin St.,PIO Joel Despain,53703,43.0722031,-89.3900178
852,NA,NA,Weapons Violation,2020-149530,NA,East Towne Mall,PIO Joel Despain,53704,43.124897,-89.3052868
853,NA,NA,Non-Residential Burglary,2020-151871,NA,3001 N. Sherman Ave. (Beef Butter BBQ restaurant),PIO Joel Despain,53704,43.1296795,-89.3627403
854,NA,NA,Residential Burglary,2020-149814,NA,Arctic Fox Drive,PIO Joel Despain,NA,43.0023201,-89.5143095
855,NA,NA,Non-Residential Burglary,2020-150778,NA,222 E Olin St (Wonder Bar Steakhouse),Lt. Kipp Hartman,53713,43.0522093,-89.3796761
856,NA,NA,Information,2020-073004,NA,Mifflin Street,Sgt. Blake Hoefs,53703,43.0722158,-89.3899998
857,NA,NA,Battery,2020-148870,NA,Cimarron Trail,PIO Joel Despain,53719,43.0209037,-89.5100406
858,NA,NA,Disturbance,2020-148295,NA,1200 block Mound St.,PIO Joel Despain,53715,43.0653163,-89.4056457
859,NA,NA,Weapons Violation,2020-148543,NA,S. Ingersoll St at Jenifer St,Sgt. Joseph Engler,53703,43.0813582,-89.3652504
860,NA,NA,Non-Residential Burglary,2020-136009,NA,2809 E. Washington Ave. (Tobacco Deals),PIO Joel Despain,53704,43.101806,-89.345314
861,NA,NA,Non-Residential Burglary,2020-136009,NA,2809 E. Washington Ave. (Tobacco Deals),PIO Joel Despain,53704,43.101806,-89.345314
862,NA,NA,Theft,2020-901623,NA,1117 N. Sherman Ave. (Northgate Shopping Mall),PIO Joel Despain,53704,43.1123167,-89.3630719
863,NA,NA,Traffic Incident,2020-146582,NA,E. Gorham St. (at N. Blair St.),PIO Joel Despain,NA,43.0838631,-89.3788404
864,NA,NA,Theft,2020-146504,NA,Wintergreen Drive,PIO Joel Despain,53704,43.1072211,-89.2944245
865,NA,NA,Non-Residential Burglary,2020-146629,NA,2221 Daniels St. (Chocolate Shoppe Ice Cream Company),PIO Joel Despain,53718,43.0658197,-89.2966688
866,NA,NA,Weapons Violation,2020-147474,NA,1600 block Northport Dr.,PIO Joel Despain,53704,43.1283826,-89.3679588
867,NA,NA,Arrested Person,2020-144729,NA,Moose Trail,PIO Joel Despain,53704,43.1407211,-89.3886651
868,NA,NA,Theft,2020-144936,NA,200 block W. Gilman St.,PIO Joel Despain,53703,43.0760909,-89.391654
869,NA,NA,Weapons Violation,2020-145259,NA,500 block Kent Lane,PIO Joel Despain,53713,43.033063,-89.3790387
870,NA,NA,Death Investigation,2020-00143161,NA,4800 Hayes Rd,Lt. Kipp Hartman,53704,43.1379834,-89.300269
871,NA,NA,Non-Residential Burglary,2020-143127,NA,2222 East Washington Ave. (East High School),PIO Joel Despain,53704,43.0974734,-89.3550011
872,NA,NA,Robbery,2020-142647,NA,1759 Thierer Rd. (Dollar Tree),PIO Joel Despain,53704,43.1235174,-89.3128214
873,NA,NA,Robbery,2020-141679,NA,"1312 Park St. (Pick ""N Save)",PIO Joel Despain,53715,43.0521221,-89.3959648
874,NA,NA,Residential Burglary,2020-138333,NA,Colony Dr.,PIO Joel Despain,NA,43.0684365,-89.5025624
875,NA,NA,Death Investigation,2020-139813,NA,Hwy 12 EB / Todd Dr (Beltline),Lt. Kipp Hartman,NA,43.0392951,-89.3827067
876,NA,NA,Missing Adult,2020-000000,NA,211 South Carroll St. (MPD Central District),PIO Joel Despain,53703,43.0723971,-89.3825501
877,NA,NA,Missing Adult,2020-000000,NA,211 South Carroll St. (MPD Central District),PIO Joel Despain,53703,43.0723971,-89.3825501
878,NA,NA,Robbery,2020-139038,NA,4518 Cottage Grove Rd. (Walgreens),PIO Joel Despain,53714,43.0846673,-89.3037889
879,NA,NA,Traffic Incident,2020-137466,NA,E. Washington Ave. (North St.),PIO Joel Despain,NA,43.1096584,-89.3353739
880,NA,NA,Theft,2020-137831,NA,6900 block Park Edge Dr.,PIO Joel Despain,53719,43.0406897,-89.5023003
881,NA,NA,Robbery,2020-138051,NA,Nob Hill Rd.,PIO Joel Despain,53713,43.0422516,-89.3691319
882,NA,NA,Residential Burglary,2020-137769,NA,900 block Hidden Cave Dr,Sgt. Ryan Gibson,53717,43.0785924,-89.5467415
883,NA,NA,Residential Burglary,2020-137679,NA,1400 block Huxley Street,Sgt. Ryan Gibson,53704,43.1153815,-89.3591183
884,NA,NA,Robbery,2020-137601,NA,300 block East Mifflin Street,Sgt. Ryan Gibson,53703,43.0776345,-89.3823373
885,NA,NA,Theft,2020-135260,NA,Camelot Dr.,PIO Joel Despain,53705,43.088532,-89.479465
886,NA,NA,Traffic Incident,2020-134876,NA,2300 block East Springs Dr.,PIO Joel Despain,53704,43.1295162,-89.2946683
887,NA,NA,Weapons Violation,2020-135872,NA,Browning Road,PIO Joel Despain,53704,43.1310987,-89.3597953
888,NA,NA,Robbery,2020-130073,NA,S. Gammon Rd. (at Tree Lane),PIO Joel Despain,NA,43.0489742,-89.503249
889,NA,NA,Residential Burglary,2020-135102,NA,Offshore Drive,PIO Joel Despain,53705,43.063285,-89.492147
890,NA,NA,Robbery,2020-135677,NA,N. Hancock St.,PIO Joel Despain,53703,43.078642,-89.3819583
891,NA,NA,Death Investigation,2020-134185,NA,1 John Nolen Dr. (Lake Monona),PIO Joel Despain,53703,43.0712487,-89.3804684
892,NA,NA,Residential Burglary,2020-132988,NA,Dolomite Lane,PIO Joel Despain,53719,43.0287398,-89.5306048
893,NA,NA,Residential Burglary,2020-132988,NA,Dolomite Lane,PIO Joel Despain,53719,43.0287398,-89.5306048
894,NA,NA,Theft,2020-132442,NA,6200 block Hammersley Rd.,PIO Joel Despain,53711,43.0391299,-89.4885302
895,NA,NA,Drug Investigation,2020-107414,NA,Highway 30,PIO Joel Despain,NA,43.1073144,-89.3386091
896,NA,NA,Weapons Violation,2020-111101,NA,800 block Vernon Ave.,PIO Joel Despain,53714,43.0868481,-89.3060346
897,NA,NA,Battery,2020-130697,NA,673 State St. (7-Eleven),PIO Joel Despain,53703,43.0747822,-89.3972013
898,NA,NA,Theft,2020-130789,NA,Keswick Dr.,PIO Joel Despain,53719,43.0134817,-89.4967214
899,NA,NA,Theft,2020-128933,NA,West Towne Mall (parking lot),PIO Joel Despain,53719,43.0573878,-89.5059068
900,NA,NA,Weapons Violation,2020-127901,NA,Aberg Ave.,PIO Joel Despain,NA,43.1107299,-89.3498622
901,NA,NA,Intoxicated/Impaired Driver,2020-126947,NA,3700 block Hanover St.,PIO Joel Despain,53704,43.1336458,-89.3682382
902,NA,NA,Non-Residential Burglary,2020-129583,NA,2013 Winnebago St. (Players Sports Bar),PIO Joel Despain,53704,43.0924496,-89.3545753
903,NA,NA,Robbery,2020-126257,NA,1800 block Roth St.,PIO Joel Despain,53704,43.1113675,-89.3614704
904,NA,NA,Weapons Violation,2020-126328,NA,Midland St.,PIO Joel Despain,53715,43.0542272,-89.3990251
905,NA,NA,Weapons Violation,2020-125032,NA,E. Broadway (at Collins Court),PIO Joel Despain,53716,43.0480263,-89.3107375
906,NA,NA,Weapons Violation,2020-125118,NA,Hathaway Dr. (at Devon Ct.),PIO Joel Despain,53711,43.0445383,-89.4882063
907,NA,NA,Weapons Violation,2020-124675,NA,N. Paterson St. (as East Washington Ave.),PIO Joel Despain,53703,43.0844636,-89.3761821
908,NA,NA,Residential Burglary,2020-123778,NA,Belgrove Lane,PIO Joel Despain,53704,43.1428297,-89.3076092
909,NA,NA,Residential Burglary,2020-123778,NA,Belgrove Lane,PIO Joel Despain,53704,43.1428297,-89.3076092
910,NA,NA,Residential Burglary,2020-123656,NA,Quincy Ave.,PIO Joel Despain,53704,43.1117261,-89.3357812
911,NA,NA,Weapons Violation,2020-123816,NA,800 block W. Lakeside St.,PIO Joel Despain,53715,43.0561082,-89.3952402
912,NA,NA,Intoxicated/Impaired Driver,2020-122009,NA,State St. (Library Mall),PIO Joel Despain,NA,43.0748377,-89.392627
913,NA,NA,Non-Residential Burglary,2020-122582,NA,2402 East Springs Dr. (U.S. Cellular),PIO Joel Despain,53704,43.1302388,-89.2963721
914,NA,NA,Robbery,2020-0122871,NA,3401 Milwaukee St (Citgo Gas Station),Lt. Kipp Hartman,53714,43.0992758,-89.3322194
915,NA,NA,Disturbance,2020-119124,NA,Stage House Trail,PIO Joel Despain,53714,43.0980522,-89.2945051
916,NA,NA,Residential Burglary,2020-120187,NA,Tarragon Dr.,PIO Joel Despain,53716,43.0740529,-89.3008285
917,NA,NA,Theft,2020-119453,NA,750 Hilldale Way (Target),PIO Joel Despain,53705,43.074768,-89.453764
918,NA,NA,Weapons Violation,2020-120820,NA,2900 block Todd Dr.,PIO Joel Despain,53713,43.0333418,-89.4229623
919,NA,NA,Robbery,2020-120651,NA,100 Langdon St.,PIO Joel Despain,53703,43.0779521,-89.3910501
920,NA,NA,Residential Burglary,2020-120126,NA,100 block State St,Sgt. Joseph Engler,53703,43.074913,-89.386999
921,NA,NA,Battery,2020-117988,NA,4700 block Lien Rd.,PIO Joel Despain,53704,43.122168,-89.301534
922,NA,NA,Disturbance,2020-117453,NA,Tomscot Trail,PIO Joel Despain,53704,43.1385591,-89.3129939
923,NA,NA,Battery,2020-117901,NA,4845 Hayes Road,PIO Joel Despain,53704,43.1367826,-89.2998036
924,NA,NA,Damaged Property,2020-117348,NA,1802 Quann-Olin Parkway (Quann Park),PIO Joel Despain,53713,43.048953,-89.385746
925,NA,NA,Damaged Property,2020-117348,NA,1802 Quann-Olin Parkway (Quann Park),PIO Joel Despain,53713,43.048953,-89.385746
926,NA,NA,Weapons Violation,2020-117387,NA,1100 block MacArthur Rd.,PIO Joel Despain,53714,43.1126285,-89.3176094
927,NA,NA,Traffic Incident,2020-117283,NA,4500 block Jade Lane,PIO Joel Despain,53714,43.0936905,-89.3058854
928,NA,NA,Traffic Incident,2020-117816,NA,Bewick Drive,PIO Joel Despain,53714,43.1085171,-89.3035081
929,NA,NA,Robbery,2020-117715,NA,Forest Ridge Way,PIO Joel Despain,53704,43.1365931,-89.3028365
930,NA,NA,Non-Residential Burglary,2020-116963,NA,1524 Williamson St. (Mickey's Tavern),PIO Joel Despain,53703,43.0878869,-89.3587228
931,NA,NA,Robbery,2020-116777,NA,Marathon Drive,PIO Joel Despain,53705,43.0637256,-89.4629229
932,NA,NA,Weapons Violation,2020-116380,NA,E. Main St. (at S. Blair St.),PIO Joel Despain,NA,43.0839638,-89.3686885
933,NA,NA,Miscellaneous Sex Offense,2020-116620,NA,3841 East Washington Ave. (Howard Johnson Plaza),PIO Joel Despain,53714,43.1195763,-89.3182105
934,NA,NA,Weapons Violation,2020-116664,NA,Trailsway (at Freemont Ave.),PIO Joel Despain,53704,43.1261406,-89.3660007
935,NA,NA,Robbery,2020-00009293,NA,2216 University Ave (BP Gas Station),Lt. Kipp Hartman,53726,43.0726376,-89.4248215
936,NA,NA,Weapons Violation,2020-115668,NA,1700 block Northport Dr.,PIO Joel Despain,53704,43.1308231,-89.3631841
937,NA,NA,Weapons Violation,2020-115456,NA,Bunting Lane (at Oriole Lane),PIO Joel Despain,53704,43.1335019,-89.3530992
938,NA,NA,Residential Burglary,2020-114024,NA,3800 block Council Crest,PIO Joel Despain,53711,43.0491175,-89.4393051
939,NA,NA,Residential Burglary,2020-112932,NA,4200 block Doncaster Dr.,PIO Joel Despain,53711,43.0360851,-89.4436589
940,NA,NA,Weapons Violation,2020-114621,NA,900 block Vernon Ave.,PIO Joel Despain,53714,43.0858857,-89.3056481
941,NA,NA,Weapons Violation,2020-114621,NA,900 block Vernon Ave.,PIO Joel Despain,53714,43.0858857,-89.3056481
942,NA,NA,Theft,2020-114334,NA,700 block S. Gammon Rd.,PIO Joel Despain,53719,43.0497916,-89.5039952
943,NA,NA,Weapons Violation,2020-113054,NA,Starlight Drive (Southwest Commuter Path),PIO Joel Despain,53711,43.0405183,-89.4575585
944,NA,NA,Intoxicated/Impaired Driver,2020-114304,NA,6702 Raymond Rd. (Kwik Trip),PIO Joel Despain,53719,43.0322388,-89.4975221
945,NA,NA,Intoxicated/Impaired Driver,2020-112679,NA,N. Westfield Rd. (at Old Sauk Rd.),PIO Joel Despain,NA,43.0789552,-89.5091231
946,NA,NA,Traffic Incident,2020-112665,NA,Northport Dr / Packers Ave,Lt. Kipp Hartman,53704,43.1256853,-89.3552828
947,NA,NA,Death Investigation,2020-88477,NA,600 block Woodward Dr.,PIO Joel Despain,53704,43.1299939,-89.387961
948,NA,NA,Information,2020-000000,NA,1710 McKenna Blvd. (MPD West District),PIO Joel Despain,53711,43.0336467,-89.4976197
949,NA,NA,Murder/Homicide,2008-85855,NA,500 block West Doty Street,PIO Joel DeSpain,53703,43.0685665,-89.3887845
950,NA,NA,Theft,2020-111359,NA,500 block Northport Dr.,PIO Joel Despain,53704,43.1406073,-89.3899165
951,NA,NA,Intoxicated/Impaired Driver,2020-111367,NA,900 block W. Badger Rd.,PIO Joel Despain,53713,43.0385314,-89.3973335
952,NA,NA,Non-Residential Burglary,2020-109636,NA,West Towne Mall,PIO Joel Despain,53719,43.0573878,-89.5059068
953,NA,NA,Weapons Violation,2020-108990,NA,700 block N. Thompson Dr.,PIO Joel Despain,53704,43.1066116,-89.3007246
954,NA,NA,Traffic Incident,2020-109507,NA,3153 Maple Grove Dr. (Kwik Trip),PIO Joel Despain,53719,43.0160779,-89.4980994
955,NA,NA,Weapons Violation,2020-0108900,NA,5900 Block of Milwaukee St,Lt. Harrison Zanders,53718,43.099249,-89.2759471
956,NA,NA,Animal Complaint - Disturbance,2020-108714,NA,Meadowlark Dr. (at Flint Lane),PIO Joel Despain,NA,43.0885539,-89.2973209
957,NA,NA,Animal Complaint - Disturbance,2020-108714,NA,Meadowlark Dr. (at Flint Lane),PIO Joel Despain,NA,43.0885539,-89.2973209
958,NA,NA,Traffic incident/Road Rage,2020-107917,NA,S. Stoughton Rd. (at Pflaum Rd.),PIO Joel Despain,NA,43.0732379,-89.3105106
